STATE,ZIPCODE,AGI_STUB,N1
OR,97380,4,80
OR,97380,5,110
OR,97380,6,20
OR,97381,1,2210
OR,97381,2,1610
OR,97381,3,1150
OR,97381,4,830
OR,97381,5,1250
OR,97381,6,320
OR,97383,1,1530
OR,97383,2,1150
OR,97383,3,710
OR,97383,4,510
OR,97383,5,570
OR,97383,6,100
OR,97385,1,450
OR,97385,2,340
OR,97385,3,260
OR,97385,4,210
OR,97385,5,350
OR,97385,6,60
OR,97386,1,2180
OR,97386,2,1440
OR,97386,3,860
OR,97386,4,510
OR,97386,5,470
OR,97386,6,70
OR,97389,1,290
OR,97389,2,200
OR,97389,3,120
OR,97389,4,110
OR,97389,5,100
OR,97389,6,20
OR,97390,1,90
OR,97390,2,50
OR,97390,3,50
OR,97390,4,0
OR,97390,5,30
OR,97390,6,0
OR,97391,1,890
OR,97391,2,580
OR,97391,3,350
OR,97391,4,220
OR,97391,5,240
OR,97391,6,30
OR,97392,1,800
OR,97392,2,580
OR,97392,3,420
OR,97392,4,320
OR,97392,5,510
OR,97392,6,90
OR,97394,1,940
OR,97394,2,590
OR,97394,3,390
OR,97394,4,230
OR,97394,5,240
OR,97394,6,40
OR,97396,1,550
OR,97396,2,450
OR,97396,3,240
OR,97396,4,140
OR,97396,5,130
OR,97396,6,0
OR,97401,1,8070
OR,97401,2,4200
OR,97401,3,2250
OR,97401,4,1470
OR,97401,5,2300
OR,97401,6,880
OR,97402,1,9810
OR,97402,2,7520
OR,97402,3,3420
OR,97402,4,1830
OR,97402,5,1670
OR,97402,6,330
OR,97403,1,2040
OR,97403,2,790
OR,97403,3,290
OR,97403,4,270
OR,97403,5,530
OR,97403,6,360
OR,97404,1,5350
OR,97404,2,4170
OR,97404,3,2600
OR,97404,4,1780
OR,97404,5,2110
OR,97404,6,320
OR,97405,1,7320
OR,97405,2,4420
OR,97405,3,2980
OR,97405,4,2270
OR,97405,5,3900
OR,97405,6,1670
OR,97408,1,1940
OR,97408,2,1340
OR,97408,3,910
OR,97408,4,690
OR,97408,5,1150
OR,97408,6,650
OR,97410,1,130
OR,97410,2,80
OR,97410,3,60
OR,97410,4,40
OR,97410,5,0
OR,97410,6,0
OR,97411,1,1410
OR,97411,2,810
OR,97411,3,430
OR,97411,4,300
OR,97411,5,300
OR,97411,6,100
OR,97412,1,90
OR,97412,2,50
OR,97412,3,30
OR,97412,4,40
OR,97412,5,0
OR,97412,6,0
OR,97413,1,190
OR,97413,2,100
OR,97413,3,70
OR,97413,4,50
OR,97413,5,50
OR,97413,6,0
OR,97414,1,50
OR,97414,2,30
OR,97414,3,30
OR,97414,4,0
OR,97414,5,0
OR,97414,6,0
OR,97415,1,2780
OR,97415,2,1670
OR,97415,3,910
OR,97415,4,610
OR,97415,5,690
OR,97415,6,160
OR,97416,1,140
OR,97416,2,70
OR,97416,3,50
OR,97416,4,30
OR,97416,5,30
OR,97416,6,0
OR,97417,1,380
OR,97417,2,260
OR,97417,3,130
OR,97417,4,80
OR,97417,5,60
OR,97417,6,0
OR,97419,1,180
OR,97419,2,130
OR,97419,3,100
OR,97419,4,80
OR,97419,5,100
OR,97419,6,0
OR,97420,1,4670
OR,97420,2,3040
OR,97420,3,1610
OR,97420,4,910
OR,97420,5,960
OR,97420,6,240
OR,97423,1,1100
OR,97423,2,770
OR,97423,3,450
OR,97423,4,280
OR,97423,5,260
OR,97423,6,50
OR,97424,1,2820
OR,97424,2,2040
OR,97424,3,1240
OR,97424,4,790
OR,97424,5,720
OR,97424,6,120
OR,97426,1,1530
OR,97426,2,1150
OR,97426,3,680
OR,97426,4,520
OR,97426,5,610
OR,97426,6,130
OR,97429,1,120
OR,97429,2,90
OR,97429,3,50
OR,97429,4,30
OR,97429,5,20
OR,97429,6,0
OR,97430,1,50
OR,97430,2,50
OR,97430,3,0
OR,97430,4,30
OR,97430,5,0
OR,97430,6,0
OR,97431,1,330
OR,97431,2,230
OR,97431,3,140
OR,97431,4,90
OR,97431,5,140
OR,97431,6,30
OR,97434,1,140
OR,97434,2,70
OR,97434,3,50
OR,97434,4,30
OR,97434,5,30
OR,97434,6,0
OR,97435,1,370
OR,97435,2,230
OR,97435,3,140
OR,97435,4,70
OR,97435,5,90
OR,97435,6,0
OR,97436,1,160
OR,97436,2,80
OR,97436,3,60
OR,97436,4,30
OR,97436,5,50
OR,97436,6,0
OR,97437,1,400
OR,97437,2,230
OR,97437,3,190
OR,97437,4,140
OR,97437,5,170
OR,97437,6,30
OR,97438,1,180
OR,97438,2,110
OR,97438,3,90
OR,97438,4,70
OR,97438,5,90
OR,97438,6,30
OR,97439,1,2820
OR,97439,2,1770
OR,97439,3,1000
OR,97439,4,650
OR,97439,5,710
OR,97439,6,170
OR,97441,1,60
OR,97441,2,50
OR,97441,3,0
OR,97441,4,0
OR,97441,5,0
OR,97441,6,0
OR,97442,1,290
OR,97442,2,220
OR,97442,3,100
OR,97442,4,50
OR,97442,5,60
OR,97442,6,0
OR,97443,1,350
OR,97443,2,240
OR,97443,3,180
OR,97443,4,110
OR,97443,5,140
OR,97443,6,0
OR,97444,1,870
OR,97444,2,500
OR,97444,3,340
OR,97444,4,190
OR,97444,5,200
OR,97444,6,50
OR,97446,1,710
OR,97446,2,590
OR,97446,3,380
OR,97446,4,230
OR,97446,5,260
OR,97446,6,60
OR,97447,1,100
OR,97447,2,60
OR,97447,3,30
OR,97447,4,30
OR,97447,5,30
OR,97447,6,0
OR,97448,1,1870
OR,97448,2,1510
OR,97448,3,890
OR,97448,4,610
OR,97448,5,740
OR,97448,6,150
OR,97449,1,350
OR,97449,2,180
OR,97449,3,120
OR,97449,4,70
OR,97449,5,70
OR,97449,6,0
OR,97450,1,130
OR,97450,2,70
OR,97450,3,40
OR,97450,4,30
OR,97450,5,40
OR,97450,6,0
OR,97451,1,60
OR,97451,2,40
OR,97451,3,40
OR,97451,4,20
OR,97451,5,20
OR,97451,6,0
OR,97452,1,220
OR,97452,2,200
OR,97452,3,130
OR,97452,4,90
OR,97452,5,90
OR,97452,6,0
OR,97453,1,170
OR,97453,2,100
OR,97453,3,50
OR,97453,4,30
OR,97453,5,50
OR,97453,6,0
OR,97454,1,250
OR,97454,2,160
OR,97454,3,130
OR,97454,4,110
OR,97454,5,120
OR,97454,6,0
OR,97455,1,350
OR,97455,2,230
OR,97455,3,180
OR,97455,4,140
OR,97455,5,230
OR,97455,6,90
OR,97456,1,430
OR,97456,2,330
OR,97456,3,220
OR,97456,4,150
OR,97456,5,190
OR,97456,6,50
OR,97457,1,1610
OR,97457,2,1120
OR,97457,3,580
OR,97457,4,340
OR,97457,5,240
OR,97457,6,30
OR,97458,1,710
OR,97458,2,500
OR,97458,3,260
OR,97458,4,170
OR,97458,5,150
OR,97458,6,30
OR,97459,1,2390
OR,97459,2,1610
OR,97459,3,930
OR,97459,4,670
OR,97459,5,710
OR,97459,6,190
OR,97461,1,100
OR,97461,2,80
OR,97461,3,50
OR,97461,4,30
OR,97461,5,40
OR,97461,6,0
OR,97462,1,590
OR,97462,2,420
OR,97462,3,240
OR,97462,4,160
OR,97462,5,180
OR,97462,6,30
OR,97463,1,670
OR,97463,2,380
OR,97463,3,200
OR,97463,4,130
OR,97463,5,100
OR,97463,6,0
OR,97465,1,420
OR,97465,2,220
OR,97465,3,110
OR,97465,4,60
OR,97465,5,70
OR,97465,6,0
OR,97466,1,130
OR,97466,2,70
OR,97466,3,40
OR,97466,4,30
OR,97466,5,30
OR,97466,6,0
OR,97467,1,940
OR,97467,2,530
OR,97467,3,290
OR,97467,4,200
OR,97467,5,190
OR,97467,6,0
OR,97469,1,390
OR,97469,2,310
OR,97469,3,160
OR,97469,4,90
OR,97469,5,70
OR,97469,6,0
OR,97470,1,3580
OR,97470,2,2460
OR,97470,3,1240
OR,97470,4,750
OR,97470,5,780
OR,97470,6,160
OR,97471,1,4300
OR,97471,2,3090
OR,97471,3,1910
OR,97471,4,1290
OR,97471,5,1630
OR,97471,6,390
OR,97473,1,40
OR,97473,2,50
OR,97473,3,0
OR,97473,4,30
OR,97473,5,0
OR,97473,6,0
OR,97476,1,60
OR,97476,2,40
OR,97476,3,0
OR,97476,4,30
OR,97476,5,0
OR,97476,6,0
OR,97477,1,6760
OR,97477,2,5120
OR,97477,3,2300
OR,97477,4,1220
OR,97477,5,1220
OR,97477,6,220
OR,97478,1,5510
OR,97478,2,4540
OR,97478,3,2530
OR,97478,4,1720
OR,97478,5,1840
OR,97478,6,320
OR,97479,1,1710
OR,97479,2,1060
OR,97479,3,620
OR,97479,4,370
OR,97479,5,320
OR,97479,6,40
OR,97480,1,50
OR,97480,2,40
OR,97480,3,30
OR,97480,4,0
OR,97480,5,0
OR,97480,6,0
OR,97481,1,120
OR,97481,2,90
OR,97481,3,50
OR,97481,4,30
OR,97481,5,30
OR,97481,6,0
OR,97484,1,40
OR,97484,2,40
OR,97484,3,0
OR,97484,4,20
OR,97484,5,0
OR,97484,6,0
OR,97486,1,140
OR,97486,2,70
OR,97486,3,50
OR,97486,4,30
OR,97486,5,60
OR,97486,6,0
OR,97487,1,1320
OR,97487,2,990
OR,97487,3,680
OR,97487,4,450
OR,97487,5,470
OR,97487,6,80
OR,97488,1,140
OR,97488,2,90
OR,97488,3,80
OR,97488,4,50
OR,97488,5,60
OR,97488,6,20
OR,97489,1,180
OR,97489,2,140
OR,97489,3,90
OR,97489,4,90
OR,97489,5,110
OR,97489,6,40
OR,97490,1,60
OR,97490,2,30
OR,97490,3,20
OR,97490,4,20
OR,97490,5,0
OR,97490,6,0
OR,97492,1,70
OR,97492,2,50
OR,97492,3,30
OR,97492,4,30
OR,97492,5,0
OR,97492,6,0
OR,97493,1,90
OR,97493,2,50
OR,97493,3,30
OR,97493,4,30
OR,97493,5,30
OR,97493,6,0
OR,97495,1,290
OR,97495,2,210
OR,97495,3,130
OR,97495,4,130
OR,97495,5,170
OR,97495,6,50
OR,97496,1,1250
OR,97496,2,900
OR,97496,3,460
OR,97496,4,260
OR,97496,5,190
OR,97496,6,30
OR,97497,1,240
OR,97497,2,110
OR,97497,3,70
OR,97497,4,30
OR,97497,5,30
OR,97497,6,0
OR,97498,1,340
OR,97498,2,190
OR,97498,3,110
OR,97498,4,100
OR,97498,5,100
OR,97498,6,20
OR,97499,1,330
OR,97499,2,180
OR,97499,3,100
OR,97499,4,60
OR,97499,5,40
OR,97499,6,0
OR,97501,1,8890
OR,97501,2,6260
OR,97501,3,2830
OR,97501,4,1460
OR,97501,5,1420
OR,97501,6,270
OR,97502,1,4640
OR,97502,2,3470
OR,97502,3,1970
OR,97502,4,1410
OR,97502,5,1540
OR,97502,6,330
OR,97503,1,1990
OR,97503,2,1650
OR,97503,3,880
OR,97503,4,360
OR,97503,5,240
OR,97503,6,50
OR,97504,1,7290
OR,97504,2,5310
OR,97504,3,2960
OR,97504,4,2240
OR,97504,5,3290
OR,97504,6,1160
OR,97520,1,4640
OR,97520,2,2590
OR,97520,3,1580
OR,97520,4,1150
OR,97520,5,1830
OR,97520,6,850
OR,97522,1,120
OR,97522,2,80
OR,97522,3,50
OR,97522,4,30
OR,97522,5,0
OR,97522,6,0
OR,97523,1,1230
OR,97523,2,540
OR,97523,3,240
OR,97523,4,120
OR,97523,5,120
OR,97523,6,20
OR,97524,1,2200
OR,97524,2,1680
OR,97524,3,1100
OR,97524,4,740
OR,97524,5,850
OR,97524,6,170
OR,97525,1,840
OR,97525,2,620
OR,97525,3,370
OR,97525,4,210
OR,97525,5,240
OR,97525,6,60
OR,97526,1,6050
OR,97526,2,3970
OR,97526,3,2040
OR,97526,4,1200
OR,97526,5,1310
OR,97526,6,340
OR,97527,1,5740
OR,97527,2,3780
OR,97527,3,2110
OR,97527,4,1310
OR,97527,5,1360
OR,97527,6,350
OR,97530,1,1200
OR,97530,2,730
OR,97530,3,500
OR,97530,4,340
OR,97530,5,600
OR,97530,6,250
OR,97531,1,80
OR,97531,2,40
OR,97531,3,0
OR,97531,4,0
OR,97531,6,0
OR,97532,1,570
OR,97532,2,390
OR,97532,3,230
OR,97532,4,170
OR,97532,5,170
OR,97532,6,20
OR,97534,1,120
OR,97534,2,70
OR,97534,3,0
OR,97534,4,20
OR,97534,5,0
OR,97534,6,0
OR,97535,1,1050
OR,97535,2,670
OR,97535,3,380
OR,97535,4,190
OR,97535,5,170
OR,97535,6,40
OR,97536,1,180
OR,97536,2,100
OR,97536,3,60
OR,97536,4,40
OR,97536,5,30
OR,97536,6,0
OR,97537,1,1220
OR,97537,2,860
OR,97537,3,500
OR,97537,4,340
OR,97537,5,330
OR,97537,6,70
OR,97538,1,380
OR,97538,2,180
OR,97538,3,100
OR,97538,4,40
OR,97538,5,50
OR,97538,6,0
OR,97539,1,640
OR,97539,2,430
OR,97539,3,220
OR,97539,4,120
OR,97539,5,170
OR,97539,6,30
OR,97540,1,1630
OR,97540,2,1040
OR,97540,3,550
OR,97540,4,360
OR,97540,5,370
OR,97540,6,90
OR,97541,1,210
OR,97541,2,140
OR,97541,3,70
OR,97541,4,50
OR,97541,5,50
OR,97541,6,0
OR,97543,1,160
OR,97543,2,80
OR,97543,3,70
OR,97543,4,0
OR,97543,5,40
OR,97543,6,0
OR,97544,1,370
OR,97544,2,200
OR,97544,3,100
OR,97544,4,50
OR,97544,5,70
OR,97544,6,20
OR,97601,1,3960
OR,97601,2,2210
OR,97601,3,1170
OR,97601,4,750
OR,97601,5,950
OR,97601,6,280
OR,97603,1,4910
OR,97603,2,3250
OR,97603,3,1900
OR,97603,4,1160
OR,97603,5,1340
OR,97603,6,200
OR,97623,1,400
OR,97623,2,240
OR,97623,3,120
OR,97623,4,80
OR,97623,5,70
OR,97623,6,0
OR,97624,1,520
OR,97624,2,390
OR,97624,3,220
OR,97624,4,80
OR,97624,5,90
OR,97624,6,20
OR,97627,1,200
OR,97627,2,140
OR,97627,3,110
OR,97627,4,70
OR,97627,5,90
OR,97627,6,0
OR,97630,1,750
OR,97630,2,480
OR,97630,3,320
OR,97630,4,210
OR,97630,5,220
OR,97630,6,40
OR,97632,1,200
OR,97632,2,180
OR,97632,3,80
OR,97632,4,40
OR,97632,5,40
OR,97632,6,0
OR,97633,1,280
OR,97633,2,170
OR,97633,3,100
OR,97633,4,50
OR,97633,5,50
OR,97633,6,20
OR,97636,1,70
OR,97636,2,60
OR,97636,3,30
OR,97636,4,20
OR,97636,5,0
OR,97636,6,0
OR,97638,1,80
OR,97638,2,50
OR,97638,3,40
OR,97638,4,0
OR,97638,5,20
OR,97638,6,0
OR,97639,1,80
OR,97639,2,40
OR,97639,3,30
OR,97639,4,0
OR,97639,5,0
OR,97639,6,0
OR,97701,1,6420
OR,97701,2,5090
OR,97701,3,2930
OR,97701,4,1940
OR,97701,5,2540
OR,97701,6,590
OR,97702,1,7020
OR,97702,2,5230
OR,97702,3,3230
OR,97702,4,2370
OR,97702,5,4000
OR,97702,6,1500
OR,97707,1,990
OR,97707,2,700
OR,97707,3,490
OR,97707,4,420
OR,97707,5,620
OR,97707,6,240
OR,97720,1,780
OR,97720,2,440
OR,97720,3,240
OR,97720,4,140
OR,97720,5,120
OR,97720,6,0
OR,97730,1,30
OR,97730,2,20
OR,97730,3,30
OR,97730,4,0
OR,97730,5,40
OR,97730,6,0
OR,97731,1,80
OR,97731,2,30
OR,97731,3,0
OR,97731,4,20
OR,97731,5,0
OR,97731,6,0
OR,97733,1,130
OR,97733,2,90
OR,97733,3,40
OR,97733,4,40
OR,97733,5,30
OR,97733,6,0
OR,97734,1,410
OR,97734,2,370
OR,97734,3,220
OR,97734,4,140
OR,97734,5,120
OR,97734,6,30
OR,97737,1,90
OR,97737,2,70
OR,97737,3,30
OR,97737,4,30
OR,97737,5,0
OR,97737,6,0
OR,97738,1,300
OR,97738,2,190
OR,97738,3,130
OR,97738,4,100
OR,97738,5,100
OR,97738,6,0
OR,97739,1,2250
OR,97739,2,1530
OR,97739,3,820
OR,97739,4,490
OR,97739,5,420
OR,97739,6,50
OR,97741,1,2140
OR,97741,2,1370
OR,97741,3,730
OR,97741,4,390
OR,97741,5,410
OR,97741,6,80
OR,97750,1,60
OR,97750,2,30
OR,97750,3,30
OR,97750,4,0
OR,97750,5,0
OR,97750,6,0
OR,97753,1,300
OR,97753,2,200
OR,97753,3,190
OR,97753,4,150
OR,97753,5,280
OR,97753,6,100
OR,97754,1,3250
OR,97754,2,2380
OR,97754,3,1440
OR,97754,4,870
OR,97754,5,860
OR,97754,6,160
OR,97756,1,6420
OR,97756,2,4890
OR,97756,3,2940
OR,97756,4,1920
OR,97756,5,2310
OR,97756,6,430
OR,97759,1,1250
OR,97759,2,730
OR,97759,3,500
OR,97759,4,410
OR,97759,5,740
OR,97759,6,340
OR,97760,1,1230
OR,97760,2,900
OR,97760,3,610
OR,97760,4,400
OR,97760,5,480
OR,97760,6,90
OR,97801,1,3230
OR,97801,2,2440
OR,97801,3,1360
OR,97801,4,880
OR,97801,5,1140
OR,97801,6,170
OR,97810,1,100
OR,97810,2,90
OR,97810,3,50
OR,97810,4,40
OR,97810,5,50
OR,97810,6,0
OR,97812,1,110
OR,97812,2,80
OR,97812,3,70
OR,97812,4,40
OR,97812,5,50
OR,97812,6,0
OR,97813,1,200
OR,97813,2,160
OR,97813,3,130
OR,97813,4,70
OR,97813,5,80
OR,97813,6,0
OR,97814,1,2020
OR,97814,2,1390
OR,97814,3,840
OR,97814,4,490
OR,97814,5,500
OR,97814,6,90
OR,97818,1,560
OR,97818,2,620
OR,97818,3,310
OR,97818,4,170
OR,97818,5,150
OR,97818,6,0
OR,97820,1,160
OR,97820,2,130
OR,97820,3,80
OR,97820,4,50
OR,97820,5,60
OR,97820,6,0
OR,97823,1,150
OR,97823,2,110
OR,97823,3,70
OR,97823,4,50
OR,97823,5,60
OR,97823,6,0
OR,97824,1,200
OR,97824,2,170
OR,97824,3,120
OR,97824,4,90
OR,97824,5,110
OR,97824,6,20
OR,97825,1,50
OR,97825,2,30
OR,97825,3,40
OR,97825,4,0
OR,97825,5,0
OR,97825,6,0
OR,97826,1,140
OR,97826,2,130
OR,97826,3,60
OR,97826,4,40
OR,97826,5,80
OR,97826,6,0
OR,97827,1,420
OR,97827,2,290
OR,97827,3,140
OR,97827,4,120
OR,97827,5,90
OR,97827,6,0
OR,97828,1,520
OR,97828,2,360
OR,97828,3,230
OR,97828,4,140
OR,97828,5,150
OR,97828,6,40
OR,97830,1,110
OR,97830,2,60
OR,97830,3,70
OR,97830,4,0
OR,97830,5,20
OR,97830,6,0
OR,97833,1,140
OR,97833,2,100
OR,97833,3,50
OR,97833,4,40
OR,97833,5,50
OR,97833,6,0
OR,97834,1,170
OR,97834,2,110
OR,97834,3,60
OR,97834,4,50
OR,97834,5,40
OR,97834,6,0
OR,97835,1,50
OR,97835,2,20
OR,97835,3,40
OR,97835,4,0
OR,97835,5,30
OR,97835,6,0
OR,97836,1,260
OR,97836,2,210
OR,97836,3,130
OR,97836,4,110
OR,97836,5,140
OR,97836,6,0
OR,97838,1,3740
OR,97838,2,3310
OR,97838,3,1690
OR,97838,4,1090
OR,97838,5,1220
OR,97838,6,230
OR,97839,1,60
OR,97839,2,30
OR,97839,3,50
OR,97839,4,0
OR,97839,5,30
OR,97839,6,0
OR,97841,1,90
OR,97841,2,50
OR,97841,3,40
OR,97841,4,30
OR,97841,5,40
OR,97841,6,0
OR,97843,1,110
OR,97843,2,60
OR,97843,3,40
OR,97843,4,40
OR,97843,5,60
OR,97843,6,0
OR,97844,1,510
OR,97844,2,470
OR,97844,3,260
OR,97844,4,130
OR,97844,5,160
OR,97844,6,0
OR,97845,1,400
OR,97845,2,300
OR,97845,3,160
OR,97845,4,120
OR,97845,5,120
OR,97845,6,20
OR,97846,1,430
OR,97846,2,220
OR,97846,3,160
OR,97846,4,100
OR,97846,5,110
OR,97846,6,20
OR,97850,1,2800
OR,97850,2,1910
OR,97850,3,1080
OR,97850,4,690
OR,97850,5,850
OR,97850,6,160
OR,97856,1,50
OR,97856,2,40
OR,97856,3,20
OR,97856,4,20
OR,97856,5,0
OR,97856,6,0
OR,97857,1,80
OR,97857,2,50
OR,97857,3,30
OR,97857,4,30
OR,97857,5,30
OR,97857,6,0
OR,97862,1,1790
OR,97862,2,1320
OR,97862,3,670
OR,97862,4,340
OR,97862,5,300
OR,97862,6,40
OR,97864,1,40
OR,97864,2,30
OR,97864,3,30
OR,97864,4,0
OR,97864,5,0
OR,97864,6,0
OR,97865,1,170
OR,97865,2,130
OR,97865,3,60
OR,97865,4,40
OR,97865,5,30
OR,97865,6,0
OR,97867,1,130
OR,97867,2,70
OR,97867,3,40
OR,97867,4,30
OR,97867,5,30
OR,97867,6,0
OR,97868,1,270
OR,97868,2,270
OR,97868,3,150
OR,97868,4,90
OR,97868,5,80
OR,97868,6,0
OR,97869,1,140
OR,97869,2,140
OR,97869,3,80
OR,97869,4,40
OR,97869,5,40
OR,97869,6,0
OR,97870,1,100
OR,97870,2,60
OR,97870,3,30
OR,97870,4,40
OR,97870,5,0
OR,97870,6,0
OR,97874,1,60
OR,97874,2,40
OR,97874,3,40
OR,97874,4,0
OR,97874,5,0
OR,97874,6,0
OR,97875,1,470
OR,97875,2,330
OR,97875,3,210
OR,97875,4,110
OR,97875,5,120
OR,97875,6,0
OR,97876,1,120
OR,97876,2,80
OR,97876,3,60
OR,97876,4,60
OR,97876,5,70
OR,97876,6,0
OR,97877,1,70
OR,97877,2,30
OR,97877,3,30
OR,97877,4,20
OR,97877,5,0
OR,97877,6,0
OR,97882,1,880
OR,97882,2,810
OR,97882,3,390
OR,97882,4,200
OR,97882,5,170
OR,97882,6,20
OR,97883,1,370
OR,97883,2,290
OR,97883,3,190
OR,97883,4,110
OR,97883,5,110
OR,97883,6,0
OR,97885,1,210
OR,97885,2,170
OR,97885,3,100
OR,97885,4,60
OR,97885,5,50
OR,97885,6,0
OR,97886,1,170
OR,97886,2,150
OR,97886,3,70
OR,97886,4,50
OR,97886,5,60
OR,97886,6,0
OR,97901,1,110
OR,97901,2,70
OR,97901,3,50
OR,97901,4,40
OR,97901,5,0
OR,97901,6,0
OR,97907,1,100
OR,97907,2,70
OR,97907,3,0
OR,97907,4,20
OR,97907,5,0
OR,97907,6,0
OR,97910,1,100
OR,97910,2,60
OR,97910,3,50
OR,97910,4,0
OR,97910,5,20
OR,97910,6,0
OR,97913,1,880
OR,97913,2,620
OR,97913,3,270
OR,97913,4,140
OR,97913,5,110
OR,97913,6,30
OR,97914,1,2710
OR,97914,2,1630
OR,97914,3,770
OR,97914,4,430
OR,97914,5,450
OR,97914,6,100
OR,97918,1,680
OR,97918,2,460
OR,97918,3,270
OR,97918,4,160
OR,97918,5,130
OR,97918,6,20
OR,99999,1,20330
OR,99999,2,15910
OR,99999,3,9540
OR,99999,4,6320
OR,99999,5,9110
OR,99999,6,3590
PA,0,1,2131810
PA,0,2,1456180
PA,0,3,882120
PA,0,4,583930
PA,0,5,833590
PA,0,6,281040
PA,15001,1,5600
PA,15001,2,3880
PA,15001,3,2390
PA,15001,4,1590
PA,15001,5,2260
PA,15001,6,390
PA,15003,1,2280
PA,15003,2,1670
PA,15003,3,840
PA,15003,4,460
PA,15003,5,420
PA,15003,6,40
PA,15005,1,1540
PA,15005,2,1080
PA,15005,3,790
PA,15005,4,550
PA,15005,5,840
PA,15005,6,240
PA,15007,1,70
PA,15007,2,50
PA,15007,3,40
PA,15007,4,20
PA,15007,5,40
PA,15007,6,0
PA,15009,1,2520
PA,15009,2,1480
PA,15009,3,1040
PA,15009,4,840
PA,15009,5,1490
PA,15009,6,390
PA,15010,1,4810
PA,15010,2,3110
PA,15010,3,1910
PA,15010,4,1380
PA,15010,5,1710
PA,15010,6,320
PA,15012,1,2720
PA,15012,2,1780
PA,15012,3,1260
PA,15012,4,810
PA,15012,5,1180
PA,15012,6,200
PA,15014,1,610
PA,15014,2,500
PA,15014,3,220
PA,15014,4,130
PA,15014,5,90
PA,15014,6,0
PA,15015,1,160
PA,15015,2,60
PA,15015,3,50
PA,15015,4,70
PA,15015,5,190
PA,15015,6,130
PA,15017,1,2370
PA,15017,2,1900
PA,15017,3,1280
PA,15017,4,900
PA,15017,5,1390
PA,15017,6,620
PA,15018,1,170
PA,15018,2,120
PA,15018,3,70
PA,15018,4,40
PA,15018,5,30
PA,15018,6,0
PA,15019,1,240
PA,15019,2,190
PA,15019,3,120
PA,15019,4,90
PA,15019,5,130
PA,15019,6,0
PA,15021,1,1180
PA,15021,2,850
PA,15021,3,590
PA,15021,4,370
PA,15021,5,490
PA,15021,6,80
PA,15022,1,1920
PA,15022,2,1260
PA,15022,3,700
PA,15022,4,450
PA,15022,5,500
PA,15022,6,70
PA,15024,1,1400
PA,15024,2,1000
PA,15024,3,680
PA,15024,4,500
PA,15024,5,660
PA,15024,6,190
PA,15025,1,2740
PA,15025,2,1720
PA,15025,3,1030
PA,15025,4,710
PA,15025,5,1290
PA,15025,6,410
PA,15026,1,550
PA,15026,2,420
PA,15026,3,280
PA,15026,4,220
PA,15026,5,480
PA,15026,6,100
PA,15027,1,420
PA,15027,2,280
PA,15027,3,220
PA,15027,4,130
PA,15027,5,130
PA,15027,6,0
PA,15030,1,190
PA,15030,2,160
PA,15030,3,80
PA,15030,4,40
PA,15030,5,20
PA,15030,6,0
PA,15031,1,100
PA,15031,2,80
PA,15031,3,40
PA,15031,4,50
PA,15031,5,0
PA,15031,6,0
PA,15033,1,970
PA,15033,2,590
PA,15033,3,260
PA,15033,4,150
PA,15033,5,120
PA,15033,6,0
PA,15034,1,340
PA,15034,2,280
PA,15034,3,120
PA,15034,4,70
PA,15034,5,50
PA,15034,6,0
PA,15035,1,450
PA,15035,2,350
PA,15035,3,150
PA,15035,4,80
PA,15035,5,60
PA,15035,6,0
PA,15037,1,1740
PA,15037,2,1310
PA,15037,3,850
PA,15037,4,660
PA,15037,5,790
PA,15037,6,110
PA,15042,1,1320
PA,15042,2,950
PA,15042,3,700
PA,15042,4,540
PA,15042,5,700
PA,15042,6,110
PA,15043,1,290
PA,15043,2,240
PA,15043,3,190
PA,15043,4,120
PA,15043,5,170
PA,15043,6,20
PA,15044,1,4080
PA,15044,2,1990
PA,15044,3,1580
PA,15044,4,1470
PA,15044,5,3340
PA,15044,6,2210
PA,15045,1,920
PA,15045,2,580
PA,15045,3,280
PA,15045,4,150
PA,15045,5,110
PA,15045,6,0
PA,15046,1,430
PA,15046,2,320
PA,15046,3,200
PA,15046,4,150
PA,15046,5,200
PA,15046,6,30
PA,15049,1,180
PA,15049,2,150
PA,15049,3,100
PA,15049,4,50
PA,15049,5,50
PA,15049,6,0
PA,15050,1,410
PA,15050,2,270
PA,15050,3,200
PA,15050,4,140
PA,15050,5,220
PA,15050,6,40
PA,15051,1,90
PA,15051,2,70
PA,15051,3,40
PA,15051,4,40
PA,15051,5,0
PA,15051,6,0
PA,15052,1,540
PA,15052,2,410
PA,15052,3,300
PA,15052,4,200
PA,15052,5,220
PA,15052,6,0
PA,15053,1,40
PA,15053,2,40
PA,15053,3,20
PA,15053,4,20
PA,15053,5,0
PA,15053,6,0
PA,15055,1,230
PA,15055,2,220
PA,15055,3,150
PA,15055,4,110
PA,15055,5,130
PA,15055,6,20
PA,15056,1,190
PA,15056,2,160
PA,15056,3,80
PA,15056,4,40
PA,15056,5,70
PA,15056,6,0
PA,15057,1,2060
PA,15057,2,1310
PA,15057,3,930
PA,15057,4,810
PA,15057,5,1800
PA,15057,6,640
PA,15059,1,800
PA,15059,2,550
PA,15059,3,270
PA,15059,4,150
PA,15059,5,170
PA,15059,6,0
PA,15061,1,2230
PA,15061,2,1500
PA,15061,3,970
PA,15061,4,690
PA,15061,5,880
PA,15061,6,90
PA,15062,1,1390
PA,15062,2,870
PA,15062,3,470
PA,15062,4,260
PA,15062,5,250
